dataset	field	threshold	lower_interval_em	distance	higher_interval_em	lower_interval_f1	distance	higher_interval_f1	samples	sample_size	len_lower	len_higher	lower_em_list	higher_em_list	lower_f1_list	higher_f1_list
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	68.125	higher	76.9837690210585	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	80.125	lower	87.27636441499425	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	67.875	higher	77.67328988492483	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	84.625	lower	90.96163945190423	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	68.5	higher	77.84227217708413	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	82.25	lower	89.32961080527345	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	68.75	higher	77.13486416671194	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	82.875	lower	89.04617640906673	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	68.25	higher	76.78844256344962	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	84.5	lower	91.09841887035962	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	70.375	higher	78.79788467917543	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	80.5	lower	88.05407589140475	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	70.375	higher	79.1877590520321	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	83.625	lower	89.35113784635841	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	69.375	higher	78.59873405394906	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	83.125	lower	91.15876721962242	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	67.5	higher	77.10001827984105	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	81.75	lower	90.03228432602046	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	68.375	higher	77.61343831064121	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	82.875	lower	90.35298270895647	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	67.625	higher	76.23487292593599	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	82.75	lower	89.84681569069693	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	69.75	higher	77.91178772195283	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	85.125	lower	91.43517002134688	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	69.5	higher	79.1680668236791	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	80.5	lower	89.21599653371294	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	69.25	higher	78.1057681407582	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	83.375	lower	90.07906206990539	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	68.125	higher	76.92432713997273	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	85.25	lower	90.89365326851095	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	68.75	higher	77.73047121772966	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	83.125	lower	89.47860485153042	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	69.75	higher	78.30663063463537	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	83.0	lower	89.71086555666646	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	68.75	higher	77.95894282564386	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	83.875	lower	90.1667908018659	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	70.25	higher	78.48832716994619	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	82.625	lower	89.59898720767801	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	70.625	higher	79.87898484604801	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	82.5	lower	89.14269843428877	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	68.75	higher	77.80815696979323	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	82.5	lower	89.1381272598409	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	70.125	higher	78.2758705993047	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	82.5	lower	89.0629613582843	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	67.625	higher	76.86453687398709	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	84.0	lower	90.05636489735751	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	68.25	higher	77.29168188440526	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	84.25	lower	91.47716494869937	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	69.125	higher	77.80833874397916	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	82.875	lower	88.97359590443958	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	68.125	higher	77.07997794449956	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	82.5	lower	89.3102000199233	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	69.25	higher	78.94016367176097	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	80.75	lower	88.05441657440873	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	68.625	higher	77.9599311308725	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	82.75	lower	89.25653653348945	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	70.625	higher	78.53558059566002	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	80.25	lower	87.96727233237722	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	70.0	higher	78.8503481869599	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	80.75	lower	88.96010700709381	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	68.875	higher	77.78833757021714	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	85.125	lower	91.54113254022349	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	66.875	higher	76.22057321772735	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	82.625	lower	89.43934654812	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	69.875	higher	79.05686328566453	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	80.375	lower	88.05446652953569	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	70.875	higher	78.57645074596235	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	82.5	lower	89.3607798811678	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	69.125	higher	77.76521210491826	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	80.875	lower	88.5372823168951	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	69.5	higher	77.74442582952793	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	83.5	lower	90.60685377963019	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	68.5	higher	77.19956558345177	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	83.75	lower	90.5130921934121	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	67.125	higher	76.54556503181823	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	80.75	lower	88.53267141482998	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	68.75	higher	78.73036178914752	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	82.625	lower	89.49510995287412	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	69.625	higher	77.31136964411422	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	79.125	lower	86.80379878449145	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	70.0	higher	79.1505287225243	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	79.5	lower	87.70524832160018	lower
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	69.5	higher	78.23934624457199	higher
squad_base	distances	7	<79.559375;84.94687499999999>	8.803125000000009	<66.809375;70.75625>	<87.77235558658447;91.40152502752235>	8.320067159352774	<76.22736557912646;79.4522884272317>	100	800	8768	1651	82.0	lower	89.61664197903129	lower
